Plate,Row,Column,Well,WellType,RFU,Pct_Activity
Plate 2,H,17,H17,Experimental,15932,73.26
Plate 2,H,18,H18,Experimental,200,-0.52
Plate 2,H,19,H19,Experimental,4041,17.49
Plate 2,H,20,H20,Experimental,20849,96.32
Plate 2,H,21,H21,Experimental,12933,59.19
Plate 2,H,22,H22,Experimental,24103,111.58
Plate 2,H,23,H23,Low,321,0.04
Plate 2,H,24,H24,High,28501,132.21
Plate 2,I,1,I01,Low,386,0.35
Plate 2,I,2,I02,High,28385,131.66
Plate 2,I,3,I03,Experimental,200,-0.52
Plate 2,I,4,I04,Experimental,31510,146.32
Plate 2,I,5,I05,Experimental,200,-0.52
Plate 2,I,6,I06,Experimental,20091,92.77
Plate 2,I,7,I07,Experimental,22510,104.11
Plate 2,I,8,I08,Experimental,16176,74.4
Plate 2,I,9,I09,Experimental,1532,5.72
Plate 2,I,10,I10,Experimental,23120,106.97
Plate 2,I,11,I11,Experimental,3467,14.8
Plate 2,I,12,I12,Experimental,4250,18.47
Plate 2,I,13,I13,Experimental,12106,55.32
Plate 2,I,14,I14,Experimental,21308,98.47
Plate 2,I,15,I15,Experimental,17400,80.14
Plate 2,I,16,I16,Experimental,21486,99.31
Plate 2,I,17,I17,Experimental,11450,52.24
Plate 2,I,18,I18,Experimental,13622,62.43
Plate 2,I,19,I19,Experimental,5902,26.22
Plate 2,I,20,I20,Experimental,12465,57.0
Plate 2,I,21,I21,Experimental,19745,91.14
Plate 2,I,22,I22,Experimental,12601,57.64
Plate 2,I,23,I23,High,10950,49.89
Plate 2,I,24,I24,High,28853,133.86
Plate 2,J,1,J01,Low,252,-0.28
Plate 2,J,2,J02,High,30078,139.6
Plate 2,J,3,J03,Experimental,13440,61.57
Plate 2,J,4,J04,Experimental,19739,91.11
Plate 2,J,5,J05,Experimental,16426,75.58
Plate 2,J,6,J06,Experimental,28922,134.18
Plate 2,J,7,J07,Experimental,13244,60.65
Plate 2,J,8,J08,Experimental,13181,60.36
Plate 2,J,9,J09,Experimental,6678,29.86
Plate 2,J,10,J10,Experimental,15182,69.74
Plate 2,J,11,J11,Experimental,20462,94.51
Plate 2,J,12,J12,Experimental,9077,41.11
Plate 2,J,13,J13,Experimental,14602,67.02
Plate 2,J,14,J14,Experimental,20748,95.85
Plate 2,J,15,J15,Experimental,13984,64.12
Plate 2,J,16,J16,Experimental,10846,49.41
Plate 2,J,17,J17,Experimental,22784,105.4
Plate 2,J,18,J18,Experimental,15776,72.53
Plate 2,J,19,J19,Experimental,18172,83.77
Plate 2,J,20,J20,Experimental,24371,112.84
Plate 2,J,21,J21,Experimental,24162,111.86
Plate 2,J,22,J22,Experimental,12222,55.86
Plate 2,J,23,J23,High,8949,40.51
Plate 2,J,24,J24,High,30568,141.9
Plate 2,K,1,K01,Low,289,-0.11
Plate 2,K,2,K02,High,26200,121.42
Plate 2,K,3,K03,Experimental,25202,116.74
Plate 2,K,4,K04,Experimental,15154,69.61
Plate 2,K,5,K05,Experimental,20891,96.52
Plate 2,K,6,K06,Experimental,5616,24.88
Plate 2,K,7,K07,Experimental,25305,117.22
Plate 2,K,8,K08,Experimental,10293,46.81
Plate 2,K,9,K09,Experimental,14138,64.85
Plate 2,K,10,K10,Experimental,3788,16.3
Plate 2,K,11,K11,Experimental,13664,62.62
Plate 2,K,12,K12,Experimental,13161,60.26
Plate 2,K,13,K13,Experimental,13517,61.93
Plate 2,K,14,K14,Experimental,18508,85.34
Plate 2,K,15,K15,Experimental,15482,71.15
Plate 2,K,16,K16,Experimental,22806,105.5
Plate 2,K,17,K17,Experimental,11254,51.32
Plate 2,K,18,K18,Experimental,7031,31.51
Plate 2,K,19,K19,Experimental,14847,68.17
Plate 2,K,20,K20,Experimental,20026,92.46
Plate 2,K,21,K21,Experimental,24957,115.59
Plate 2,K,22,K22,Experimental,21511,99.43
Plate 2,K,23,K23,High,6469,28.88
Plate 2,K,24,K24,High,30754,142.78
Plate 2,L,1,L01,Low,416,0.49
Plate 2,L,2,L02,High,30125,139.83
Plate 2,L,3,L03,Experimental,10871,49.52
Plate 2,L,4,L04,Experimental,17473,80.49
Plate 2,L,5,L05,Experimental,10974,50.01
Plate 2,L,6,L06,Experimental,20112,92.86
Plate 2,L,7,L07,Experimental,14896,68.4
Plate 2,L,8,L08,Experimental,26144,121.15
Plate 2,L,9,L09,Experimental,18996,87.63
Plate 2,L,10,L10,Experimental,9208,41.72
Plate 2,L,11,L11,Experimental,19837,91.57
Plate 2,L,12,L12,Experimental,22488,104.01
Plate 2,L,13,L13,Experimental,10452,47.56
Plate 2,L,14,L14,Experimental,11593,52.91
Plate 2,L,15,L15,Experimental,200,-0.52
Plate 2,L,16,L16,Experimental,22227,102.78
Plate 2,L,17,L17,Experimental,10297,46.83
Plate 2,L,18,L18,Experimental,200,-0.52
Plate 2,L,19,L19,Experimental,849,2.52
Plate 2,L,20,L20,Experimental,13216,60.52
Plate 2,L,21,L21,Experimental,21085,97.43
Plate 2,L,22,L22,Experimental,14287,65.54
Plate 2,L,23,L23,High,10943,49.86
Plate 2,L,24,L24,High,27797,128.91
Plate 2,M,1,M01,Low,192,-0.56
Plate 2,M,2,M02,High,31771,147.55
Plate 2,M,3,M03,Experimental,18937,87.35
Plate 2,M,4,M04,Experimental,14755,67.74
Plate 2,M,5,M05,Experimental,25256,116.99
Plate 2,M,6,M06,Experimental,7390,33.2
Plate 2,M,7,M07,Experimental,11637,53.12
Plate 2,M,8,M08,Experimental,23210,107.39
Plate 2,M,9,M09,Experimental,29702,137.84
Plate 2,M,10,M10,Experimental,15067,69.2
Plate 2,M,11,M11,Experimental,28436,131.9
Plate 2,M,12,M12,Experimental,10179,46.28
Plate 2,M,13,M13,Experimental,17637,81.26
Plate 2,M,14,M14,Experimental,13609,62.36
Plate 2,M,15,M15,Experimental,2294,9.3
Plate 2,M,16,M16,Experimental,17063,78.56
Plate 2,M,17,M17,Experimental,22461,103.88
Plate 2,M,18,M18,Experimental,13813,63.32
Plate 2,M,19,M19,Experimental,14436,66.24
Plate 2,M,20,M20,Experimental,26143,121.15
Plate 2,M,21,M21,Experimental,5002,22.0
Plate 2,M,22,M22,Experimental,3019,12.7
Plate 2,M,23,M23,High,8691,39.3
Plate 2,M,24,M24,High,27606,128.01
Plate 2,N,1,N01,Low,407,0.45
Plate 2,N,2,N02,High,30619,142.14
Plate 2,N,3,N03,Experimental,8087,36.47
Plate 2,N,4,N04,Experimental,10084,45.83
Plate 2,N,5,N05,Experimental,37888,176.23
Plate 2,N,6,N06,Experimental,10119,46.0
Plate 2,N,7,N07,Experimental,8903,40.29
Plate 2,N,8,N08,Experimental,17434,80.3
Plate 2,N,9,N09,Experimental,20106,92.84
Plate 2,N,10,N10,Experimental,16773,77.2
Plate 2,N,11,N11,Experimental,7730,34.79
Plate 2,N,12,N12,Experimental,5726,25.39
Plate 2,N,13,N13,Experimental,19769,91.26
Plate 2,N,14,N14,Experimental,14566,66.85
Plate 2,N,15,N15,Experimental,1868,7.3
Plate 2,N,16,N16,Experimental,24368,112.82
Plate 2,N,17,N17,Experimental,21202,97.98
Plate 2,N,18,N18,Experimental,13072,59.85
Plate 2,N,19,N19,Experimental,12917,59.12
Plate 2,N,20,N20,Experimental,16851,77.57
Plate 2,N,21,N21,Experimental,9503,43.11
Plate 2,N,22,N22,Experimental,4213,18.3
Plate 2,N,23,N23,High,10645,48.46
Plate 2,N,24,N24,High,27121,125.74
Plate 2,O,1,O01,Low,331,0.09
Plate 2,O,2,O02,High,27117,125.72
Plate 2,O,3,O03,Experimental,14206,65.16
Plate 2,O,4,O04,Experimental,13914,63.8
Plate 2,O,5,O05,Experimental,29261,135.77
Plate 2,O,6,O06,Experimental,6484,28.95
Plate 2,O,7,O07,Experimental,3680,15.8
Plate 2,O,8,O08,Experimental,9830,44.64
Plate 2,O,9,O09,Experimental,6010,26.73
Plate 2,O,10,O10,Experimental,10281,46.76
Plate 2,O,11,O11,Experimental,18366,84.68
Plate 2,O,12,O12,Experimental,21175,97.85
Plate 2,O,13,O13,Experimental,28276,131.15
Plate 2,O,14,O14,Experimental,9106,41.25
Plate 2,O,15,O15,Experimental,36108,167.89
Plate 2,O,16,O16,Experimental,30857,143.26
Plate 2,O,17,O17,Experimental,13371,61.25
Plate 2,O,18,O18,Experimental,200,-0.52
Plate 2,O,19,O19,Experimental,14335,65.77
Plate 2,O,20,O20,Experimental,15580,71.61
Plate 2,O,21,O21,Experimental,200,-0.52
Plate 2,O,22,O22,Experimental,15590,71.66
Plate 2,O,23,O23,High,9599,43.56
Plate 2,O,24,O24,High,28428,131.87
Plate 2,P,1,P01,Low,350,0.18
Plate 2,P,2,P02,High,32010,148.67
Plate 2,P,3,P03,Experimental,11110,50.64
Plate 2,P,4,P04,Experimental,16835,77.49
Plate 2,P,5,P05,Experimental,9761,44.32
Plate 2,P,6,P06,Experimental,8707,39.37
Plate 2,P,7,P07,Experimental,15635,71.87
Plate 2,P,8,P08,Experimental,19187,88.53
Plate 2,P,9,P09,Experimental,10493,47.75
Plate 2,P,10,P10,Experimental,200,-0.52
Plate 2,P,11,P11,Experimental,19686,90.87
Plate 2,P,12,P12,Experimental,2227,8.98
Plate 2,P,13,P13,Experimental,15975,73.46
Plate 2,P,14,P14,Experimental,29232,135.64
Plate 2,P,15,P15,Experimental,14865,68.26
Plate 2,P,16,P16,Experimental,5481,24.24
Plate 2,P,17,P17,Experimental,3310,14.06
Plate 2,P,18,P18,Experimental,24363,112.8
Plate 2,P,19,P19,Experimental,14864,68.25
Plate 2,P,20,P20,Experimental,19317,89.14
Plate 2,P,21,P21,Experimental,22410,103.64
Plate 2,P,22,P22,Experimental,14607,67.05
Plate 2,P,23,P23,High,9382,42.54
Plate 2,P,24,P24,High,28105,130.35
Plate 3,A,1,A01,Low,243,-0.23
Plate 3,A,2,A02,High,11507,51.63
Plate 3,A,3,A03,Experimental,14643,66.07
Plate 3,A,4,A04,Experimental,18614,84.35
Plate 3,A,5,A05,Experimental,25760,117.25
Plate 3,A,6,A06,Experimental,19258,87.32
Plate 3,A,7,A07,Experimental,25801,117.44
Plate 3,A,8,A08,Experimental,21889,99.43
Plate 3,A,9,A09,Experimental,26829,122.18
Plate 3,A,10,A10,Experimental,6636,29.2
Plate 3,A,11,A11,Experimental,8688,38.65
Plate 3,A,12,A12,Experimental,4907,21.24
Plate 3,A,13,A13,Experimental,19502,88.44
Plate 3,A,14,A14,Experimental,13053,58.75
Plate 3,A,15,A15,Experimental,22309,101.36
Plate 3,A,16,A16,Experimental,17538,79.4
Plate 3,A,17,A17,Experimental,16018,72.4
Plate 3,A,18,A18,Experimental,32203,146.92
Plate 3,A,19,A19,Experimental,19850,90.04
Plate 3,A,20,A20,Experimental,14785,66.72
Plate 3,A,21,A21,Experimental,7126,31.46
Plate 3,A,22,A22,Experimental,24525,111.57
Plate 3,A,23,A23,Low,376,0.38
Plate 3,A,24,A24,High,27825,126.76
Plate 3,B,1,B01,Low,288,-0.03
Plate 3,B,2,B02,High,10475,46.88
Plate 3,B,3,B03,Experimental,1887,7.33
Plate 3,B,4,B04,Experimental,12774,57.46
Plate 3,B,5,B05,Experimental,26193,119.25
Plate 3,B,6,B06,Experimental,2079,8.22
Plate 3,B,7,B07,Experimental,18926,85.79
Plate 3,B,8,B08,Experimental,30141,137.43
Plate 3,B,9,B09,Experimental,10032,44.84
Plate 3,B,10,B10,Experimental,11369,50.99
Plate 3,B,11,B11,Experimental,16739,75.72
Plate 3,B,12,B12,Experimental,19114,86.65
Plate 3,B,13,B13,Experimental,18177,82.34
Plate 3,B,14,B14,Experimental,2897,11.99
Plate 3,B,15,B15,Experimental,8887,39.57
Plate 3,B,16,B16,Experimental,15810,71.44
Plate 3,B,17,B17,Experimental,12461,56.02
Plate 3,B,18,B18,Experimental,24106,109.64
Plate 3,B,19,B19,Experimental,12423,55.85
Plate 3,B,20,B20,Experimental,12039,54.08
Plate 3,B,21,B21,Experimental,29796,135.84
Plate 3,B,22,B22,Experimental,14346,64.7
Plate 3,B,23,B23,Low,221,-0.34
Plate 3,B,24,B24,High,29995,136.75
Plate 3,C,1,C01,Low,281,-0.06
Plate 3,C,2,C02,High,11421,51.23
Plate 3,C,3,C03,Experimental,18625,84.4
Plate 3,C,4,C04,Experimental,12338,55.45
Plate 3,C,5,C05,Experimental,11924,53.55
Plate 3,C,6,C06,Experimental,10757,48.18
Plate 3,C,7,C07,Experimental,25802,117.45
Plate 3,C,8,C08,Experimental,31121,141.94
Plate 3,C,9,C09,Experimental,14539,65.59
Plate 3,C,10,C10,Experimental,19517,88.51
Plate 3,C,11,C11,Experimental,17876,80.95
Plate 3,C,12,C12,Experimental,10904,48.85
Plate 3,C,13,C13,Experimental,10814,48.44
Plate 3,C,14,C14,Experimental,11149,49.98
Plate 3,C,15,C15,Experimental,200,-0.43
Plate 3,C,16,C16,Experimental,8940,39.81
Plate 3,C,17,C17,Experimental,18627,84.41
Plate 3,C,18,C18,Experimental,22378,101.68
Plate 3,C,19,C19,Experimental,13341,60.07
Plate 3,C,20,C20,Experimental,11992,53.86
Plate 3,C,21,C21,Experimental,20119,91.28
Plate 3,C,22,C22,Experimental,31429,143.36
Plate 3,C,23,C23,Low,225,-0.32
Plate 3,C,24,C24,High,28450,129.64
Plate 3,D,1,D01,Low,265,-0.13
Plate 3,D,2,D02,High,11095,49.73
Plate 3,D,3,D03,Experimental,8166,36.25
Plate 3,D,4,D04,Experimental,18725,84.86
Plate 3,D,5,D05,Experimental,9232,41.15
Plate 3,D,6,D06,Experimental,19498,88.42
Plate 3,D,7,D07,Experimental,12481,56.11
Plate 3,D,8,D08,Experimental,11560,51.87
Plate 3,D,9,D09,Experimental,21519,97.73
Plate 3,D,10,D10,Experimental,5516,24.04
Plate 3,D,11,D11,Experimental,8850,39.39
Plate 3,D,12,D12,Experimental,20833,94.57
Plate 3,D,13,D13,Experimental,21127,95.92
Plate 3,D,14,D14,Experimental,16662,75.36
Plate 3,D,15,D15,Experimental,200,-0.43
Plate 3,D,16,D16,Experimental,20775,94.3
Plate 3,D,17,D17,Experimental,17790,80.56
Plate 3,D,18,D18,Experimental,12291,55.24
Plate 3,D,19,D19,Experimental,200,-0.43
Plate 3,D,20,D20,Experimental,21647,98.32
Plate 3,D,21,D21,Experimental,28993,132.14
Plate 3,D,22,D22,Experimental,19009,86.17
Plate 3,D,23,D23,Low,406,0.52
Plate 3,D,24,D24,High,28684,130.72
Plate 3,E,1,E01,Low,314,0.09
Plate 3,E,2,E02,High,8697,38.69
Plate 3,E,3,E03,Experimental,6035,26.43
Plate 3,E,4,E04,Experimental,12227,54.94
Plate 3,E,5,E05,Experimental,7709,34.14
Plate 3,E,6,E06,Experimental,9030,40.22
Plate 3,E,7,E07,Experimental,8832,39.31
Plate 3,E,8,E08,Experimental,11688,52.46
Plate 3,E,9,E09,Experimental,12665,56.96
Plate 3,E,10,E10,Experimental,16014,72.38
Plate 3,E,11,E11,Experimental,5021,21.76
Plate 3,E,12,E12,Experimental,17537,79.39
Plate 3,E,13,E13,Experimental,452,0.73
Plate 3,E,14,E14,Experimental,15445,69.76
Plate 3,E,15,E15,Experimental,15646,70.69
Plate 3,E,16,E16,Experimental,200,-0.43
Plate 3,E,17,E17,Experimental,12271,55.15
Plate 3,E,18,E18,Experimental,23718,107.85
Plate 3,E,19,E19,Experimental,18604,84.31
Plate 3,E,20,E20,Experimental,11045,49.5
Plate 3,E,21,E21,Experimental,10627,47.58
Plate 3,E,22,E22,Experimental,17336,78.47
Plate 3,E,23,E23,Low,312,0.08
Plate 3,E,24,E24,High,31634,144.3
Plate 3,F,1,F01,Low,311,0.08
Plate 3,F,2,F02,High,11810,53.02
Plate 3,F,3,F03,Experimental,18205,82.47
Plate 3,F,4,F04,Experimental,8883,39.55
Plate 3,F,5,F05,Experimental,6863,30.25
Plate 3,F,6,F06,Experimental,10784,48.3
Plate 3,F,7,F07,Experimental,18269,82.76
Plate 3,F,8,F08,Experimental,8057,35.74
Plate 3,F,9,F09,Experimental,22134,100.56
Plate 3,F,10,F10,Experimental,2687,11.02
Plate 3,F,11,F11,Experimental,12886,57.98
Plate 3,F,12,F12,Experimental,7541,33.37
Plate 3,F,13,F13,Experimental,17503,79.24
Plate 3,F,14,F14,Experimental,16094,72.75
Plate 3,F,15,F15,Experimental,13786,62.12
Plate 3,F,16,F16,Experimental,5105,22.15
Plate 3,F,17,F17,Experimental,7940,35.2
Plate 3,F,18,F18,Experimental,9714,43.37
Plate 3,F,19,F19,Experimental,22943,104.28
Plate 3,F,20,F20,Experimental,9849,43.99
Plate 3,F,21,F21,Experimental,19009,86.17
Plate 3,F,22,F22,Experimental,22359,101.59
Plate 3,F,23,F23,Low,232,-0.29
Plate 3,F,24,F24,High,28967,132.02
Plate 3,G,1,G01,Low,123,-0.79
Plate 3,G,2,G02,High,9193,40.97
Plate 3,G,3,G03,Experimental,20706,93.98
Plate 3,G,4,G04,Experimental,7426,32.84
Plate 3,G,5,G05,Experimental,17810,80.65
Plate 3,G,6,G06,Experimental,21308,96.76
Plate 3,G,7,G07,Experimental,17880,80.97
Plate 3,G,8,G08,Experimental,11494,51.57
Plate 3,G,9,G09,Experimental,16826,76.12
Plate 3,G,10,G10,Experimental,9596,42.83
Plate 3,G,11,G11,Experimental,11645,52.26
Plate 3,G,12,G12,Experimental,34093,155.62
Plate 3,G,13,G13,Experimental,10933,48.99
Plate 3,G,14,G14,Experimental,9510,42.43
Plate 3,G,15,G15,Experimental,16239,73.42
Plate 3,G,16,G16,Experimental,17222,77.94
Plate 3,G,17,G17,Experimental,21037,95.51
Plate 3,G,18,G18,Experimental,8920,39.72
Plate 3,G,19,G19,Experimental,6562,28.86
Plate 3,G,20,G20,Experimental,7178,31.7
Plate 3,G,21,G21,Experimental,20978,95.24
Plate 3,G,22,G22,Experimental,23605,107.33
Plate 3,G,23,G23,Low,239,-0.25
Plate 3,G,24,G24,High,28978,132.07
Plate 3,H,1,H01,Low,297,0.01
Plate 3,H,2,H02,High,8081,35.85
Plate 3,H,3,H03,Experimental,11016,49.37
Plate 3,H,4,H04,Experimental,22507,102.28
Plate 3,H,5,H05,Experimental,5215,22.66
Plate 3,H,6,H06,Experimental,17948,81.29
Plate 3,H,7,H07,Experimental,24432,111.14
Plate 3,H,8,H08,Experimental,6391,28.07
Plate 3,H,9,H09,Experimental,23754,108.02
Plate 3,H,10,H10,Experimental,15036,67.88
Plate 3,H,11,H11,Experimental,10718,48.0
Plate 3,H,12,H12,Experimental,21947,99.7
Plate 3,H,13,H13,Experimental,15583,70.4
Plate 3,H,14,H14,Experimental,13079,58.87
Plate 3,H,15,H15,Experimental,10377,46.43
Plate 3,H,16,H16,Experimental,8266,36.71
Plate 3,H,17,H17,Experimental,10572,47.32
Plate 3,H,18,H18,Experimental,13067,58.81
Plate 3,H,19,H19,Experimental,21097,95.78
Plate 3,H,20,H20,Experimental,12979,58.41
Plate 3,H,21,H21,Experimental,17333,78.45
Plate 3,H,22,H22,Experimental,11882,53.36
Plate 3,H,23,H23,Low,338,0.2
Plate 3,H,24,H24,High,29855,136.11
Plate 3,I,1,I01,Low,401,0.49
Plate 3,I,2,I02,High,30514,139.14
Plate 3,I,3,I03,Experimental,1685,6.4
Plate 3,I,4,I04,Experimental,14026,63.23
Plate 3,I,5,I05,Experimental,11467,51.44
Plate 3,I,6,I06,Experimental,22641,102.89
Plate 3,I,7,I07,Experimental,15159,68.44
Plate 3,I,8,I08,Experimental,21902,99.49
Plate 3,I,9,I09,Experimental,20948,95.1
Plate 3,I,10,I10,Experimental,9699,43.3
Plate 3,I,11,I11,Experimental,12558,56.47
Plate 3,I,12,I12,Experimental,15331,69.24
Plate 3,I,13,I13,Experimental,6464,28.41
Plate 3,I,14,I14,Experimental,38000,173.61
Plate 3,I,15,I15,Experimental,19202,87.06
Plate 3,I,16,I16,Experimental,4784,20.67
Plate 3,I,17,I17,Experimental,3686,15.62
Plate 3,I,18,I18,Experimental,16013,72.38
Plate 3,I,19,I19,Experimental,11921,53.53
Plate 3,I,20,I20,Experimental,2592,10.58
Plate 3,I,21,I21,Experimental,1233,4.32
Plate 3,I,22,I22,Experimental,15143,68.37
Plate 3,I,23,I23,High,9069,40.4
Plate 3,I,24,I24,High,30800,140.46
Plate 3,J,1,J01,Low,290,-0.02
Plate 3,J,2,J02,High,32201,146.91
Plate 3,J,3,J03,Experimental,357,0.29
Plate 3,J,4,J04,Experimental,19815,89.88
Plate 3,J,5,J05,Experimental,8491,37.74
Plate 3,J,6,J06,Experimental,7512,33.23
Plate 3,J,7,J07,Experimental,22704,103.18
Plate 3,J,8,J08,Experimental,200,-0.43
Plate 3,J,9,J09,Experimental,14295,64.47
Plate 3,J,10,J10,Experimental,12105,54.38
Plate 3,J,11,J11,Experimental,24560,111.73
Plate 3,J,12,J12,Experimental,3307,13.87
Plate 3,J,13,J13,Experimental,17801,80.61
Plate 3,J,14,J14,Experimental,18787,85.15
Plate 3,J,15,J15,Experimental,14852,67.03
Plate 3,J,16,J16,Experimental,15861,71.68
Plate 3,J,17,J17,Experimental,13753,61.97
Plate 3,J,18,J18,Experimental,3292,13.8
Plate 3,J,19,J19,Experimental,10732,48.06
Plate 3,J,20,J20,Experimental,200,-0.43
Plate 3,J,21,J21,Experimental,22519,102.33
Plate 3,J,22,J22,Experimental,22604,102.72
Plate 3,J,23,J23,High,7177,31.69
Plate 3,J,24,J24,High,32409,147.87
Plate 3,K,1,K01,Low,285,-0.04
Plate 3,K,2,K02,High,26953,122.75
Plate 3,K,3,K03,Experimental,9143,40.74
Plate 3,K,4,K04,Experimental,19601,88.9
Plate 3,K,5,K05,Experimental,14174,63.91
Plate 3,K,6,K06,Experimental,6367,27.96
Plate 3,K,7,K07,Experimental,20246,91.87
Plate 3,K,8,K08,Experimental,13202,59.43
Plate 3,K,9,K09,Experimental,10890,48.79
Plate 3,K,10,K10,Experimental,4941,21.4
Plate 3,K,11,K11,Experimental,19018,86.21
Plate 3,K,12,K12,Experimental,21713,98.62
Plate 3,K,13,K13,Experimental,6554,28.82
Plate 3,K,14,K14,Experimental,12532,56.35
Plate 3,K,15,K15,Experimental,12727,57.25
Plate 3,K,16,K16,Experimental,16200,73.24
Plate 3,K,17,K17,Experimental,6245,27.4
Plate 3,K,18,K18,Experimental,30863,140.75
Plate 3,K,19,K19,Experimental,17140,77.56
Plate 3,K,20,K20,Experimental,22027,100.07
Plate 3,K,21,K21,Experimental,12340,55.46
Plate 3,K,22,K22,Experimental,31737,144.77
Plate 3,K,23,K23,High,10881,48.75
Plate 3,K,24,K24,High,26375,120.09
Plate 3,L,1,L01,Low,379,0.39
Plate 3,L,2,L02,High,29900,136.32
Plate 3,L,3,L03,Experimental,6463,28.4
Plate 3,L,4,L04,Experimental,14525,65.52
Plate 3,L,5,L05,Experimental,7767,34.41
Plate 3,L,6,L06,Experimental,20622,93.6
Plate 3,L,7,L07,Experimental,19868,90.13
Plate 3,L,8,L08,Experimental,3851,16.38
Plate 3,L,9,L09,Experimental,20269,91.97
Plate 3,L,10,L10,Experimental,23369,106.25
Plate 3,L,11,L11,Experimental,200,-0.43
Plate 3,L,12,L12,Experimental,25434,115.75
Plate 3,L,13,L13,Experimental,20287,92.05
Plate 3,L,14,L14,Experimental,21579,98.0
Plate 3,L,15,L15,Experimental,26413,120.26
Plate 3,L,16,L16,Experimental,14610,65.92
Plate 3,L,17,L17,Experimental,8063,35.77
Plate 3,L,18,L18,Experimental,17969,81.38
Plate 3,L,19,L19,Experimental,13709,61.77
Plate 3,L,20,L20,Experimental,18596,84.27
Plate 3,L,21,L21,Experimental,200,-0.43
Plate 3,L,22,L22,Experimental,11673,52.39
Plate 3,L,23,L23,High,15184,68.56
Plate 3,L,24,L24,High,30749,140.23
Plate 3,M,1,M01,Low,379,0.39
Plate 3,M,2,M02,High,30678,139.9
Plate 3,M,3,M03,Experimental,12206,54.85
Plate 3,M,4,M04,Experimental,21750,98.79
Plate 3,M,5,M05,Experimental,20935,95.04
Plate 3,M,6,M06,Experimental,12184,54.75
Plate 3,M,7,M07,Experimental,13476,60.69
Plate 3,M,8,M08,Experimental,20378,92.47
Plate 3,M,9,M09,Experimental,8602,38.25
Plate 3,M,10,M10,Experimental,8242,36.6
Plate 3,M,11,M11,Experimental,24378,110.89
Plate 3,M,12,M12,Experimental,24192,110.03
Plate 3,M,13,M13,Experimental,13449,60.57
Plate 3,M,14,M14,Experimental,27533,125.42
Plate 3,M,15,M15,Experimental,21863,99.31
Plate 3,M,16,M16,Experimental,18278,82.8
Plate 3,M,17,M17,Experimental,10927,48.96
Plate 3,M,18,M18,Experimental,21175,96.14
Plate 3,M,19,M19,Experimental,10729,48.05
Plate 3,M,20,M20,Experimental,14430,65.09
Plate 3,M,21,M21,Experimental,10046,44.9
Plate 3,M,22,M22,Experimental,24700,112.37
Plate 3,M,23,M23,High,10281,45.98
Plate 3,M,24,M24,High,30039,136.96
Plate 3,N,1,N01,Low,354,0.28
Plate 3,N,2,N02,High,34979,159.7
Plate 3,N,3,N03,Experimental,23420,106.48
Plate 3,N,4,N04,Experimental,2727,11.2
Plate 3,N,5,N05,Experimental,15121,68.27
Plate 3,N,6,N06,Experimental,15936,72.02
Plate 3,N,7,N07,Experimental,10538,47.17
Plate 3,N,8,N08,Experimental,7343,32.46
Plate 3,N,9,N09,Experimental,28737,130.96
Plate 3,N,10,N10,Experimental,21222,96.36
Plate 3,N,11,N11,Experimental,22570,102.57
Plate 3,N,12,N12,Experimental,18140,82.17
Plate 3,N,13,N13,Experimental,21899,99.48
Plate 3,N,14,N14,Experimental,19185,86.98
Plate 3,N,15,N15,Experimental,16612,75.13
Plate 3,N,16,N16,Experimental,13679,61.63
Plate 3,N,17,N17,Experimental,7298,32.25
Plate 3,N,18,N18,Experimental,9389,41.88
Plate 3,N,19,N19,Experimental,14754,66.58
Plate 3,N,20,N20,Experimental,7948,35.24
Plate 3,N,21,N21,Experimental,17825,80.72
Plate 3,N,22,N22,Experimental,7869,34.88
Plate 3,N,23,N23,High,11581,51.97
Plate 3,N,24,N24,High,27216,123.96
Plate 3,O,1,O01,Low,326,0.15
Plate 3,O,2,O02,High,32559,148.56
Plate 3,O,3,O03,Experimental,21937,99.65
Plate 3,O,4,O04,Experimental,10832,48.52
Plate 3,O,5,O05,Experimental,25563,116.35
Plate 3,O,6,O06,Experimental,15325,69.21
Plate 3,O,7,O07,Experimental,17920,81.16
Plate 3,O,8,O08,Experimental,14638,66.04
Plate 3,O,9,O09,Experimental,1091,3.67
Plate 3,O,10,O10,Experimental,19563,88.72
Plate 3,O,11,O11,Experimental,18479,83.73
Plate 3,O,12,O12,Experimental,21071,95.66
Plate 3,O,13,O13,Experimental,7209,31.84
Plate 3,O,14,O14,Experimental,21439,97.36
Plate 3,O,15,O15,Experimental,9843,43.97
Plate 3,O,16,O16,Experimental,5638,24.61
Plate 3,O,17,O17,Experimental,6792,29.92
Plate 3,O,18,O18,Experimental,16646,75.29
Plate 3,O,19,O19,Experimental,11765,52.82
Plate 3,O,20,O20,Experimental,27334,124.5
Plate 3,O,21,O21,Experimental,21401,97.18
Plate 3,O,22,O22,Experimental,24178,109.97
Plate 3,O,23,O23,High,9675,43.19
Plate 3,O,24,O24,High,27850,126.88
Plate 3,P,1,P01,Low,171,-0.57
Plate 3,P,2,P02,High,29555,134.73
Plate 3,P,3,P03,Experimental,25200,114.68
Plate 3,P,4,P04,Experimental,25053,114.0
Plate 3,P,5,P05,Experimental,1803,6.95
Plate 3,P,6,P06,Experimental,17203,77.85
Plate 3,P,7,P07,Experimental,20668,93.81
Plate 3,P,8,P08,Experimental,7140,31.52
Plate 3,P,9,P09,Experimental,15139,68.35
