Plate,PlateFile,Row,Column,Well,WellType,RFU
Plate 2,sample_384_plate2.csv,C,10,C10,Experimental,19012
Plate 2,sample_384_plate2.csv,C,11,C11,Experimental,14241
Plate 2,sample_384_plate2.csv,C,12,C12,Experimental,24544
Plate 2,sample_384_plate2.csv,C,13,C13,Experimental,12049
Plate 2,sample_384_plate2.csv,C,14,C14,Experimental,200
Plate 2,sample_384_plate2.csv,C,15,C15,Experimental,14203
Plate 2,sample_384_plate2.csv,C,16,C16,Experimental,28596
Plate 2,sample_384_plate2.csv,C,17,C17,Experimental,11932
Plate 2,sample_384_plate2.csv,C,18,C18,Experimental,7881
Plate 2,sample_384_plate2.csv,C,19,C19,Experimental,5451
Plate 2,sample_384_plate2.csv,C,20,C20,Experimental,6599
Plate 2,sample_384_plate2.csv,C,21,C21,Experimental,12598
Plate 2,sample_384_plate2.csv,C,22,C22,Experimental,5560
Plate 2,sample_384_plate2.csv,C,23,C23,Low,419
Plate 2,sample_384_plate2.csv,C,24,C24,High,29434
Plate 2,sample_384_plate2.csv,D,1,D01,Low,308
Plate 2,sample_384_plate2.csv,D,2,D02,High,12876
Plate 2,sample_384_plate2.csv,D,3,D03,Experimental,27026
Plate 2,sample_384_plate2.csv,D,4,D04,Experimental,13298
Plate 2,sample_384_plate2.csv,D,5,D05,Experimental,17655
Plate 2,sample_384_plate2.csv,D,6,D06,Experimental,20880
Plate 2,sample_384_plate2.csv,D,7,D07,Experimental,13457
Plate 2,sample_384_plate2.csv,D,8,D08,Experimental,775
Plate 2,sample_384_plate2.csv,D,9,D09,Experimental,20237
Plate 2,sample_384_plate2.csv,D,10,D10,Experimental,22154
Plate 2,sample_384_plate2.csv,D,11,D11,Experimental,18324
Plate 2,sample_384_plate2.csv,D,12,D12,Experimental,7611
Plate 2,sample_384_plate2.csv,D,13,D13,Experimental,13431
Plate 2,sample_384_plate2.csv,D,14,D14,Experimental,10273
Plate 2,sample_384_plate2.csv,D,15,D15,Experimental,12602
Plate 2,sample_384_plate2.csv,D,16,D16,Experimental,25375
Plate 2,sample_384_plate2.csv,D,17,D17,Experimental,27236
Plate 2,sample_384_plate2.csv,D,18,D18,Experimental,20355
Plate 2,sample_384_plate2.csv,D,19,D19,Experimental,19389
Plate 2,sample_384_plate2.csv,D,20,D20,Experimental,20413
Plate 2,sample_384_plate2.csv,D,21,D21,Experimental,14902
Plate 2,sample_384_plate2.csv,D,22,D22,Experimental,14394
Plate 2,sample_384_plate2.csv,D,23,D23,Low,246
Plate 2,sample_384_plate2.csv,D,24,D24,High,29888
Plate 2,sample_384_plate2.csv,E,1,E01,Low,480
Plate 2,sample_384_plate2.csv,E,2,E02,High,11738
Plate 2,sample_384_plate2.csv,E,3,E03,Experimental,12263
Plate 2,sample_384_plate2.csv,E,4,E04,Experimental,11224
Plate 2,sample_384_plate2.csv,E,5,E05,Experimental,8084
Plate 2,sample_384_plate2.csv,E,6,E06,Experimental,17994
Plate 2,sample_384_plate2.csv,E,7,E07,Experimental,18132
Plate 2,sample_384_plate2.csv,E,8,E08,Experimental,3455
Plate 2,sample_384_plate2.csv,E,9,E09,Experimental,18890
Plate 2,sample_384_plate2.csv,E,10,E10,Experimental,10444
Plate 2,sample_384_plate2.csv,E,11,E11,Experimental,26413
Plate 2,sample_384_plate2.csv,E,12,E12,Experimental,16254
Plate 2,sample_384_plate2.csv,E,13,E13,Experimental,28741
Plate 2,sample_384_plate2.csv,E,14,E14,Experimental,11334
Plate 2,sample_384_plate2.csv,E,15,E15,Experimental,12696
Plate 2,sample_384_plate2.csv,E,16,E16,Experimental,17398
Plate 2,sample_384_plate2.csv,E,17,E17,Experimental,23447
Plate 2,sample_384_plate2.csv,E,18,E18,Experimental,19527
Plate 2,sample_384_plate2.csv,E,19,E19,Experimental,5131
Plate 2,sample_384_plate2.csv,E,20,E20,Experimental,16463
Plate 2,sample_384_plate2.csv,E,21,E21,Experimental,15177
Plate 2,sample_384_plate2.csv,E,22,E22,Experimental,11567
Plate 2,sample_384_plate2.csv,E,23,E23,Low,248
Plate 2,sample_384_plate2.csv,E,24,E24,High,33495
Plate 2,sample_384_plate2.csv,F,1,F01,Low,268
Plate 2,sample_384_plate2.csv,F,2,F02,High,8308
Plate 2,sample_384_plate2.csv,F,3,F03,Experimental,20096
Plate 2,sample_384_plate2.csv,F,4,F04,Experimental,16044
Plate 2,sample_384_plate2.csv,F,5,F05,Experimental,14393
Plate 2,sample_384_plate2.csv,F,6,F06,Experimental,21250
Plate 2,sample_384_plate2.csv,F,7,F07,Experimental,18909
Plate 2,sample_384_plate2.csv,F,8,F08,Experimental,17897
Plate 2,sample_384_plate2.csv,F,9,F09,Experimental,22713
Plate 2,sample_384_plate2.csv,F,10,F10,Experimental,17269
Plate 2,sample_384_plate2.csv,F,11,F11,Experimental,10064
Plate 2,sample_384_plate2.csv,F,12,F12,Experimental,12101
Plate 2,sample_384_plate2.csv,F,13,F13,Experimental,10832
Plate 2,sample_384_plate2.csv,F,14,F14,Experimental,16677
Plate 2,sample_384_plate2.csv,F,15,F15,Experimental,6376
Plate 2,sample_384_plate2.csv,F,16,F16,Experimental,340
Plate 2,sample_384_plate2.csv,F,17,F17,Experimental,15705
Plate 2,sample_384_plate2.csv,F,18,F18,Experimental,4307
Plate 2,sample_384_plate2.csv,F,19,F19,Experimental,200
Plate 2,sample_384_plate2.csv,F,20,F20,Experimental,17986
Plate 2,sample_384_plate2.csv,F,21,F21,Experimental,9311
Plate 2,sample_384_plate2.csv,F,22,F22,Experimental,18969
Plate 2,sample_384_plate2.csv,F,23,F23,Low,257
Plate 2,sample_384_plate2.csv,F,24,F24,High,27756
Plate 2,sample_384_plate2.csv,G,1,G01,Low,200
Plate 2,sample_384_plate2.csv,G,2,G02,High,8970
Plate 2,sample_384_plate2.csv,G,3,G03,Experimental,12812
Plate 2,sample_384_plate2.csv,G,4,G04,Experimental,8412
Plate 2,sample_384_plate2.csv,G,5,G05,Experimental,12751
Plate 2,sample_384_plate2.csv,G,6,G06,Experimental,2711
Plate 2,sample_384_plate2.csv,G,7,G07,Experimental,15115
Plate 2,sample_384_plate2.csv,G,8,G08,Experimental,650
Plate 2,sample_384_plate2.csv,G,9,G09,Experimental,13449
Plate 2,sample_384_plate2.csv,G,10,G10,Experimental,20578
Plate 2,sample_384_plate2.csv,G,11,G11,Experimental,23735
Plate 2,sample_384_plate2.csv,G,12,G12,Experimental,28715
Plate 2,sample_384_plate2.csv,G,13,G13,Experimental,2549
Plate 2,sample_384_plate2.csv,G,14,G14,Experimental,21069
Plate 2,sample_384_plate2.csv,G,15,G15,Experimental,24650
Plate 2,sample_384_plate2.csv,G,16,G16,Experimental,22844
Plate 2,sample_384_plate2.csv,G,17,G17,Experimental,7565
Plate 2,sample_384_plate2.csv,G,18,G18,Experimental,18294
Plate 2,sample_384_plate2.csv,G,19,G19,Experimental,29880
Plate 2,sample_384_plate2.csv,G,20,G20,Experimental,3021
Plate 2,sample_384_plate2.csv,G,21,G21,Experimental,18810
Plate 2,sample_384_plate2.csv,G,22,G22,Experimental,23898
Plate 2,sample_384_plate2.csv,G,23,G23,Low,244
Plate 2,sample_384_plate2.csv,G,24,G24,High,31165
Plate 2,sample_384_plate2.csv,H,1,H01,Low,214
Plate 2,sample_384_plate2.csv,H,2,H02,High,8375
Plate 2,sample_384_plate2.csv,H,3,H03,Experimental,8463
Plate 2,sample_384_plate2.csv,H,4,H04,Experimental,16538
Plate 2,sample_384_plate2.csv,H,5,H05,Experimental,14272
Plate 2,sample_384_plate2.csv,H,6,H06,Experimental,22632
Plate 2,sample_384_plate2.csv,H,7,H07,Experimental,7477
Plate 2,sample_384_plate2.csv,H,8,H08,Experimental,13949
Plate 2,sample_384_plate2.csv,H,9,H09,Experimental,22688
Plate 2,sample_384_plate2.csv,H,10,H10,Experimental,19486
Plate 2,sample_384_plate2.csv,H,11,H11,Experimental,4402
Plate 2,sample_384_plate2.csv,H,12,H12,Experimental,20321
Plate 2,sample_384_plate2.csv,H,13,H13,Experimental,11172
Plate 2,sample_384_plate2.csv,H,14,H14,Experimental,18083
Plate 2,sample_384_plate2.csv,H,15,H15,Experimental,17405
Plate 2,sample_384_plate2.csv,H,16,H16,Experimental,24754
Plate 2,sample_384_plate2.csv,H,17,H17,Experimental,15932
Plate 2,sample_384_plate2.csv,H,18,H18,Experimental,200
Plate 2,sample_384_plate2.csv,H,19,H19,Experimental,4041
Plate 2,sample_384_plate2.csv,H,20,H20,Experimental,20849
Plate 2,sample_384_plate2.csv,H,21,H21,Experimental,12933
Plate 2,sample_384_plate2.csv,H,22,H22,Experimental,24103
Plate 2,sample_384_plate2.csv,H,23,H23,Low,321
Plate 2,sample_384_plate2.csv,H,24,H24,High,28501
Plate 2,sample_384_plate2.csv,I,1,I01,Low,386
Plate 2,sample_384_plate2.csv,I,2,I02,High,28385
Plate 2,sample_384_plate2.csv,I,3,I03,Experimental,200
Plate 2,sample_384_plate2.csv,I,4,I04,Experimental,31510
Plate 2,sample_384_plate2.csv,I,5,I05,Experimental,200
Plate 2,sample_384_plate2.csv,I,6,I06,Experimental,20091
Plate 2,sample_384_plate2.csv,I,7,I07,Experimental,22510
Plate 2,sample_384_plate2.csv,I,8,I08,Experimental,16176
Plate 2,sample_384_plate2.csv,I,9,I09,Experimental,1532
Plate 2,sample_384_plate2.csv,I,10,I10,Experimental,23120
Plate 2,sample_384_plate2.csv,I,11,I11,Experimental,3467
Plate 2,sample_384_plate2.csv,I,12,I12,Experimental,4250
Plate 2,sample_384_plate2.csv,I,13,I13,Experimental,12106
Plate 2,sample_384_plate2.csv,I,14,I14,Experimental,21308
Plate 2,sample_384_plate2.csv,I,15,I15,Experimental,17400
Plate 2,sample_384_plate2.csv,I,16,I16,Experimental,21486
Plate 2,sample_384_plate2.csv,I,17,I17,Experimental,11450
Plate 2,sample_384_plate2.csv,I,18,I18,Experimental,13622
Plate 2,sample_384_plate2.csv,I,19,I19,Experimental,5902
Plate 2,sample_384_plate2.csv,I,20,I20,Experimental,12465
Plate 2,sample_384_plate2.csv,I,21,I21,Experimental,19745
Plate 2,sample_384_plate2.csv,I,22,I22,Experimental,12601
Plate 2,sample_384_plate2.csv,I,23,I23,High,10950
Plate 2,sample_384_plate2.csv,I,24,I24,High,28853
Plate 2,sample_384_plate2.csv,J,1,J01,Low,252
Plate 2,sample_384_plate2.csv,J,2,J02,High,30078
Plate 2,sample_384_plate2.csv,J,3,J03,Experimental,13440
Plate 2,sample_384_plate2.csv,J,4,J04,Experimental,19739
Plate 2,sample_384_plate2.csv,J,5,J05,Experimental,16426
Plate 2,sample_384_plate2.csv,J,6,J06,Experimental,28922
Plate 2,sample_384_plate2.csv,J,7,J07,Experimental,13244
Plate 2,sample_384_plate2.csv,J,8,J08,Experimental,13181
Plate 2,sample_384_plate2.csv,J,9,J09,Experimental,6678
Plate 2,sample_384_plate2.csv,J,10,J10,Experimental,15182
Plate 2,sample_384_plate2.csv,J,11,J11,Experimental,20462
Plate 2,sample_384_plate2.csv,J,12,J12,Experimental,9077
Plate 2,sample_384_plate2.csv,J,13,J13,Experimental,14602
Plate 2,sample_384_plate2.csv,J,14,J14,Experimental,20748
Plate 2,sample_384_plate2.csv,J,15,J15,Experimental,13984
Plate 2,sample_384_plate2.csv,J,16,J16,Experimental,10846
Plate 2,sample_384_plate2.csv,J,17,J17,Experimental,22784
Plate 2,sample_384_plate2.csv,J,18,J18,Experimental,15776
Plate 2,sample_384_plate2.csv,J,19,J19,Experimental,18172
Plate 2,sample_384_plate2.csv,J,20,J20,Experimental,24371
Plate 2,sample_384_plate2.csv,J,21,J21,Experimental,24162
Plate 2,sample_384_plate2.csv,J,22,J22,Experimental,12222
Plate 2,sample_384_plate2.csv,J,23,J23,High,8949
Plate 2,sample_384_plate2.csv,J,24,J24,High,30568
Plate 2,sample_384_plate2.csv,K,1,K01,Low,289
Plate 2,sample_384_plate2.csv,K,2,K02,High,26200
Plate 2,sample_384_plate2.csv,K,3,K03,Experimental,25202
Plate 2,sample_384_plate2.csv,K,4,K04,Experimental,15154
Plate 2,sample_384_plate2.csv,K,5,K05,Experimental,20891
Plate 2,sample_384_plate2.csv,K,6,K06,Experimental,5616
Plate 2,sample_384_plate2.csv,K,7,K07,Experimental,25305
Plate 2,sample_384_plate2.csv,K,8,K08,Experimental,10293
Plate 2,sample_384_plate2.csv,K,9,K09,Experimental,14138
Plate 2,sample_384_plate2.csv,K,10,K10,Experimental,3788
Plate 2,sample_384_plate2.csv,K,11,K11,Experimental,13664
Plate 2,sample_384_plate2.csv,K,12,K12,Experimental,13161
Plate 2,sample_384_plate2.csv,K,13,K13,Experimental,13517
Plate 2,sample_384_plate2.csv,K,14,K14,Experimental,18508
Plate 2,sample_384_plate2.csv,K,15,K15,Experimental,15482
Plate 2,sample_384_plate2.csv,K,16,K16,Experimental,22806
Plate 2,sample_384_plate2.csv,K,17,K17,Experimental,11254
Plate 2,sample_384_plate2.csv,K,18,K18,Experimental,7031
Plate 2,sample_384_plate2.csv,K,19,K19,Experimental,14847
Plate 2,sample_384_plate2.csv,K,20,K20,Experimental,20026
Plate 2,sample_384_plate2.csv,K,21,K21,Experimental,24957
Plate 2,sample_384_plate2.csv,K,22,K22,Experimental,21511
Plate 2,sample_384_plate2.csv,K,23,K23,High,6469
Plate 2,sample_384_plate2.csv,K,24,K24,High,30754
Plate 2,sample_384_plate2.csv,L,1,L01,Low,416
Plate 2,sample_384_plate2.csv,L,2,L02,High,30125
Plate 2,sample_384_plate2.csv,L,3,L03,Experimental,10871
Plate 2,sample_384_plate2.csv,L,4,L04,Experimental,17473
Plate 2,sample_384_plate2.csv,L,5,L05,Experimental,10974
Plate 2,sample_384_plate2.csv,L,6,L06,Experimental,20112
Plate 2,sample_384_plate2.csv,L,7,L07,Experimental,14896
Plate 2,sample_384_plate2.csv,L,8,L08,Experimental,26144
Plate 2,sample_384_plate2.csv,L,9,L09,Experimental,18996
Plate 2,sample_384_plate2.csv,L,10,L10,Experimental,9208
Plate 2,sample_384_plate2.csv,L,11,L11,Experimental,19837
Plate 2,sample_384_plate2.csv,L,12,L12,Experimental,22488
Plate 2,sample_384_plate2.csv,L,13,L13,Experimental,10452
Plate 2,sample_384_plate2.csv,L,14,L14,Experimental,11593
Plate 2,sample_384_plate2.csv,L,15,L15,Experimental,200
Plate 2,sample_384_plate2.csv,L,16,L16,Experimental,22227
Plate 2,sample_384_plate2.csv,L,17,L17,Experimental,10297
Plate 2,sample_384_plate2.csv,L,18,L18,Experimental,200
Plate 2,sample_384_plate2.csv,L,19,L19,Experimental,849
Plate 2,sample_384_plate2.csv,L,20,L20,Experimental,13216
Plate 2,sample_384_plate2.csv,L,21,L21,Experimental,21085
Plate 2,sample_384_plate2.csv,L,22,L22,Experimental,14287
Plate 2,sample_384_plate2.csv,L,23,L23,High,10943
Plate 2,sample_384_plate2.csv,L,24,L24,High,27797
Plate 2,sample_384_plate2.csv,M,1,M01,Low,192
Plate 2,sample_384_plate2.csv,M,2,M02,High,31771
Plate 2,sample_384_plate2.csv,M,3,M03,Experimental,18937
Plate 2,sample_384_plate2.csv,M,4,M04,Experimental,14755
Plate 2,sample_384_plate2.csv,M,5,M05,Experimental,25256
Plate 2,sample_384_plate2.csv,M,6,M06,Experimental,7390
Plate 2,sample_384_plate2.csv,M,7,M07,Experimental,11637
Plate 2,sample_384_plate2.csv,M,8,M08,Experimental,23210
Plate 2,sample_384_plate2.csv,M,9,M09,Experimental,29702
Plate 2,sample_384_plate2.csv,M,10,M10,Experimental,15067
Plate 2,sample_384_plate2.csv,M,11,M11,Experimental,28436
Plate 2,sample_384_plate2.csv,M,12,M12,Experimental,10179
Plate 2,sample_384_plate2.csv,M,13,M13,Experimental,17637
Plate 2,sample_384_plate2.csv,M,14,M14,Experimental,13609
Plate 2,sample_384_plate2.csv,M,15,M15,Experimental,2294
Plate 2,sample_384_plate2.csv,M,16,M16,Experimental,17063
Plate 2,sample_384_plate2.csv,M,17,M17,Experimental,22461
Plate 2,sample_384_plate2.csv,M,18,M18,Experimental,13813
Plate 2,sample_384_plate2.csv,M,19,M19,Experimental,14436
Plate 2,sample_384_plate2.csv,M,20,M20,Experimental,26143
Plate 2,sample_384_plate2.csv,M,21,M21,Experimental,5002
Plate 2,sample_384_plate2.csv,M,22,M22,Experimental,3019
Plate 2,sample_384_plate2.csv,M,23,M23,High,8691
Plate 2,sample_384_plate2.csv,M,24,M24,High,27606
Plate 2,sample_384_plate2.csv,N,1,N01,Low,407
Plate 2,sample_384_plate2.csv,N,2,N02,High,30619
Plate 2,sample_384_plate2.csv,N,3,N03,Experimental,8087
Plate 2,sample_384_plate2.csv,N,4,N04,Experimental,10084
Plate 2,sample_384_plate2.csv,N,5,N05,Experimental,37888
Plate 2,sample_384_plate2.csv,N,6,N06,Experimental,10119
Plate 2,sample_384_plate2.csv,N,7,N07,Experimental,8903
Plate 2,sample_384_plate2.csv,N,8,N08,Experimental,17434
Plate 2,sample_384_plate2.csv,N,9,N09,Experimental,20106
Plate 2,sample_384_plate2.csv,N,10,N10,Experimental,16773
Plate 2,sample_384_plate2.csv,N,11,N11,Experimental,7730
Plate 2,sample_384_plate2.csv,N,12,N12,Experimental,5726
Plate 2,sample_384_plate2.csv,N,13,N13,Experimental,19769
Plate 2,sample_384_plate2.csv,N,14,N14,Experimental,14566
Plate 2,sample_384_plate2.csv,N,15,N15,Experimental,1868
Plate 2,sample_384_plate2.csv,N,16,N16,Experimental,24368
Plate 2,sample_384_plate2.csv,N,17,N17,Experimental,21202
Plate 2,sample_384_plate2.csv,N,18,N18,Experimental,13072
Plate 2,sample_384_plate2.csv,N,19,N19,Experimental,12917
Plate 2,sample_384_plate2.csv,N,20,N20,Experimental,16851
Plate 2,sample_384_plate2.csv,N,21,N21,Experimental,9503
Plate 2,sample_384_plate2.csv,N,22,N22,Experimental,4213
Plate 2,sample_384_plate2.csv,N,23,N23,High,10645
Plate 2,sample_384_plate2.csv,N,24,N24,High,27121
Plate 2,sample_384_plate2.csv,O,1,O01,Low,331
Plate 2,sample_384_plate2.csv,O,2,O02,High,27117
Plate 2,sample_384_plate2.csv,O,3,O03,Experimental,14206
Plate 2,sample_384_plate2.csv,O,4,O04,Experimental,13914
Plate 2,sample_384_plate2.csv,O,5,O05,Experimental,29261
Plate 2,sample_384_plate2.csv,O,6,O06,Experimental,6484
Plate 2,sample_384_plate2.csv,O,7,O07,Experimental,3680
Plate 2,sample_384_plate2.csv,O,8,O08,Experimental,9830
Plate 2,sample_384_plate2.csv,O,9,O09,Experimental,6010
Plate 2,sample_384_plate2.csv,O,10,O10,Experimental,10281
Plate 2,sample_384_plate2.csv,O,11,O11,Experimental,18366
Plate 2,sample_384_plate2.csv,O,12,O12,Experimental,21175
Plate 2,sample_384_plate2.csv,O,13,O13,Experimental,28276
Plate 2,sample_384_plate2.csv,O,14,O14,Experimental,9106
Plate 2,sample_384_plate2.csv,O,15,O15,Experimental,36108
Plate 2,sample_384_plate2.csv,O,16,O16,Experimental,30857
Plate 2,sample_384_plate2.csv,O,17,O17,Experimental,13371
Plate 2,sample_384_plate2.csv,O,18,O18,Experimental,200
Plate 2,sample_384_plate2.csv,O,19,O19,Experimental,14335
Plate 2,sample_384_plate2.csv,O,20,O20,Experimental,15580
Plate 2,sample_384_plate2.csv,O,21,O21,Experimental,200
Plate 2,sample_384_plate2.csv,O,22,O22,Experimental,15590
Plate 2,sample_384_plate2.csv,O,23,O23,High,9599
Plate 2,sample_384_plate2.csv,O,24,O24,High,28428
Plate 2,sample_384_plate2.csv,P,1,P01,Low,350
Plate 2,sample_384_plate2.csv,P,2,P02,High,32010
Plate 2,sample_384_plate2.csv,P,3,P03,Experimental,11110
Plate 2,sample_384_plate2.csv,P,4,P04,Experimental,16835
Plate 2,sample_384_plate2.csv,P,5,P05,Experimental,9761
Plate 2,sample_384_plate2.csv,P,6,P06,Experimental,8707
Plate 2,sample_384_plate2.csv,P,7,P07,Experimental,15635
Plate 2,sample_384_plate2.csv,P,8,P08,Experimental,19187
Plate 2,sample_384_plate2.csv,P,9,P09,Experimental,10493
Plate 2,sample_384_plate2.csv,P,10,P10,Experimental,200
Plate 2,sample_384_plate2.csv,P,11,P11,Experimental,19686
Plate 2,sample_384_plate2.csv,P,12,P12,Experimental,2227
Plate 2,sample_384_plate2.csv,P,13,P13,Experimental,15975
Plate 2,sample_384_plate2.csv,P,14,P14,Experimental,29232
Plate 2,sample_384_plate2.csv,P,15,P15,Experimental,14865
Plate 2,sample_384_plate2.csv,P,16,P16,Experimental,5481
Plate 2,sample_384_plate2.csv,P,17,P17,Experimental,3310
Plate 2,sample_384_plate2.csv,P,18,P18,Experimental,24363
Plate 2,sample_384_plate2.csv,P,19,P19,Experimental,14864
Plate 2,sample_384_plate2.csv,P,20,P20,Experimental,19317
Plate 2,sample_384_plate2.csv,P,21,P21,Experimental,22410
Plate 2,sample_384_plate2.csv,P,22,P22,Experimental,14607
Plate 2,sample_384_plate2.csv,P,23,P23,High,9382
Plate 2,sample_384_plate2.csv,P,24,P24,High,28105
Plate 3,sample_384_plate3.csv,A,1,A01,Low,243
Plate 3,sample_384_plate3.csv,A,2,A02,High,11507
Plate 3,sample_384_plate3.csv,A,3,A03,Experimental,14643
Plate 3,sample_384_plate3.csv,A,4,A04,Experimental,18614
Plate 3,sample_384_plate3.csv,A,5,A05,Experimental,25760
Plate 3,sample_384_plate3.csv,A,6,A06,Experimental,19258
Plate 3,sample_384_plate3.csv,A,7,A07,Experimental,25801
Plate 3,sample_384_plate3.csv,A,8,A08,Experimental,21889
Plate 3,sample_384_plate3.csv,A,9,A09,Experimental,26829
Plate 3,sample_384_plate3.csv,A,10,A10,Experimental,6636
Plate 3,sample_384_plate3.csv,A,11,A11,Experimental,8688
Plate 3,sample_384_plate3.csv,A,12,A12,Experimental,4907
Plate 3,sample_384_plate3.csv,A,13,A13,Experimental,19502
Plate 3,sample_384_plate3.csv,A,14,A14,Experimental,13053
Plate 3,sample_384_plate3.csv,A,15,A15,Experimental,22309
Plate 3,sample_384_plate3.csv,A,16,A16,Experimental,17538
Plate 3,sample_384_plate3.csv,A,17,A17,Experimental,16018
Plate 3,sample_384_plate3.csv,A,18,A18,Experimental,32203
Plate 3,sample_384_plate3.csv,A,19,A19,Experimental,19850
Plate 3,sample_384_plate3.csv,A,20,A20,Experimental,14785
Plate 3,sample_384_plate3.csv,A,21,A21,Experimental,7126
Plate 3,sample_384_plate3.csv,A,22,A22,Experimental,24525
Plate 3,sample_384_plate3.csv,A,23,A23,Low,376
Plate 3,sample_384_plate3.csv,A,24,A24,High,27825
Plate 3,sample_384_plate3.csv,B,1,B01,Low,288
Plate 3,sample_384_plate3.csv,B,2,B02,High,10475
Plate 3,sample_384_plate3.csv,B,3,B03,Experimental,1887
Plate 3,sample_384_plate3.csv,B,4,B04,Experimental,12774
Plate 3,sample_384_plate3.csv,B,5,B05,Experimental,26193
Plate 3,sample_384_plate3.csv,B,6,B06,Experimental,2079
Plate 3,sample_384_plate3.csv,B,7,B07,Experimental,18926
Plate 3,sample_384_plate3.csv,B,8,B08,Experimental,30141
Plate 3,sample_384_plate3.csv,B,9,B09,Experimental,10032
Plate 3,sample_384_plate3.csv,B,10,B10,Experimental,11369
Plate 3,sample_384_plate3.csv,B,11,B11,Experimental,16739
Plate 3,sample_384_plate3.csv,B,12,B12,Experimental,19114
Plate 3,sample_384_plate3.csv,B,13,B13,Experimental,18177
Plate 3,sample_384_plate3.csv,B,14,B14,Experimental,2897
Plate 3,sample_384_plate3.csv,B,15,B15,Experimental,8887
Plate 3,sample_384_plate3.csv,B,16,B16,Experimental,15810
Plate 3,sample_384_plate3.csv,B,17,B17,Experimental,12461
Plate 3,sample_384_plate3.csv,B,18,B18,Experimental,24106
Plate 3,sample_384_plate3.csv,B,19,B19,Experimental,12423
Plate 3,sample_384_plate3.csv,B,20,B20,Experimental,12039
Plate 3,sample_384_plate3.csv,B,21,B21,Experimental,29796
Plate 3,sample_384_plate3.csv,B,22,B22,Experimental,14346
Plate 3,sample_384_plate3.csv,B,23,B23,Low,221
Plate 3,sample_384_plate3.csv,B,24,B24,High,29995
Plate 3,sample_384_plate3.csv,C,1,C01,Low,281
Plate 3,sample_384_plate3.csv,C,2,C02,High,11421
Plate 3,sample_384_plate3.csv,C,3,C03,Experimental,18625
Plate 3,sample_384_plate3.csv,C,4,C04,Experimental,12338
Plate 3,sample_384_plate3.csv,C,5,C05,Experimental,11924
Plate 3,sample_384_plate3.csv,C,6,C06,Experimental,10757
Plate 3,sample_384_plate3.csv,C,7,C07,Experimental,25802
Plate 3,sample_384_plate3.csv,C,8,C08,Experimental,31121
Plate 3,sample_384_plate3.csv,C,9,C09,Experimental,14539
Plate 3,sample_384_plate3.csv,C,10,C10,Experimental,19517
Plate 3,sample_384_plate3.csv,C,11,C11,Experimental,17876
Plate 3,sample_384_plate3.csv,C,12,C12,Experimental,10904
Plate 3,sample_384_plate3.csv,C,13,C13,Experimental,10814
Plate 3,sample_384_plate3.csv,C,14,C14,Experimental,11149
Plate 3,sample_384_plate3.csv,C,15,C15,Experimental,200
Plate 3,sample_384_plate3.csv,C,16,C16,Experimental,8940
Plate 3,sample_384_plate3.csv,C,17,C17,Experimental,18627
Plate 3,sample_384_plate3.csv,C,18,C18,Experimental,22378
Plate 3,sample_384_plate3.csv,C,19,C19,Experimental,13341
Plate 3,sample_384_plate3.csv,C,20,C20,Experimental,11992
Plate 3,sample_384_plate3.csv,C,21,C21,Experimental,20119
Plate 3,sample_384_plate3.csv,C,22,C22,Experimental,31429
Plate 3,sample_384_plate3.csv,C,23,C23,Low,225
Plate 3,sample_384_plate3.csv,C,24,C24,High,28450
Plate 3,sample_384_plate3.csv,D,1,D01,Low,265
Plate 3,sample_384_plate3.csv,D,2,D02,High,11095
Plate 3,sample_384_plate3.csv,D,3,D03,Experimental,8166
Plate 3,sample_384_plate3.csv,D,4,D04,Experimental,18725
Plate 3,sample_384_plate3.csv,D,5,D05,Experimental,9232
Plate 3,sample_384_plate3.csv,D,6,D06,Experimental,19498
Plate 3,sample_384_plate3.csv,D,7,D07,Experimental,12481
Plate 3,sample_384_plate3.csv,D,8,D08,Experimental,11560
Plate 3,sample_384_plate3.csv,D,9,D09,Experimental,21519
Plate 3,sample_384_plate3.csv,D,10,D10,Experimental,5516
Plate 3,sample_384_plate3.csv,D,11,D11,Experimental,8850
Plate 3,sample_384_plate3.csv,D,12,D12,Experimental,20833
Plate 3,sample_384_plate3.csv,D,13,D13,Experimental,21127
Plate 3,sample_384_plate3.csv,D,14,D14,Experimental,16662
Plate 3,sample_384_plate3.csv,D,15,D15,Experimental,200
Plate 3,sample_384_plate3.csv,D,16,D16,Experimental,20775
Plate 3,sample_384_plate3.csv,D,17,D17,Experimental,17790
Plate 3,sample_384_plate3.csv,D,18,D18,Experimental,12291
Plate 3,sample_384_plate3.csv,D,19,D19,Experimental,200
Plate 3,sample_384_plate3.csv,D,20,D20,Experimental,21647
Plate 3,sample_384_plate3.csv,D,21,D21,Experimental,28993
Plate 3,sample_384_plate3.csv,D,22,D22,Experimental,19009
Plate 3,sample_384_plate3.csv,D,23,D23,Low,406
Plate 3,sample_384_plate3.csv,D,24,D24,High,28684
Plate 3,sample_384_plate3.csv,E,1,E01,Low,314
Plate 3,sample_384_plate3.csv,E,2,E02,High,8697
Plate 3,sample_384_plate3.csv,E,3,E03,Experimental,6035
Plate 3,sample_384_plate3.csv,E,4,E04,Experimental,12227
Plate 3,sample_384_plate3.csv,E,5,E05,Experimental,7709
Plate 3,sample_384_plate3.csv,E,6,E06,Experimental,9030
Plate 3,sample_384_plate3.csv,E,7,E07,Experimental,8832
